Empreend;Empreendimento;Regional;Marca;Bloco;Unidade;Dt de Venc; Valor ;Data base;aging;faixa;Tipo
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;25-nov-17; 1.652,87 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-nov-17; 2.582,25 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;25-out-17; 1.642,69 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-out-17; 2.565,57 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;25-set-17; 1.635,61 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-set-17; 2.553,21 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;25-ago-17; 1.650,08 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-ago-17; 2.575,80 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;25-jul-17; 1.644,92 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-jul-17; 2.567,71 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;25-jun-17; 1.646,05 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-jun-17; 2.570,18 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;25-mai-17; 1.665,26 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-mai-17; 2.603,87 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;25-abr-17; 1.647,62 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-abr-17; 2.576,68 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-dez-19; 16.483,89 ;30/04/2021;1471;>360;ANUAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-dez-19; 2.585,44 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-nov-19; 2.557,26 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-out-19; 2.557,02 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-set-19; 2.603,10 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-ago-19; 2.585,96 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-jul-19; 2.566,49 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-jun-19; 2.587,85 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-mai-19; 2.584,71 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-abr-19; 2.566,16 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-mar-19; 2.552,73 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-fev-19; 2.545,53 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-jan-19; 2.589,83 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-dez-18; 16.695,44 ;30/04/2021;1471;>360;ANUAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-dez-18; 2.611,15 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-nov-18; 2.591,64 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-out-18; 2.554,57 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-set-18; 2.570,44 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-ago-18; 2.610,47 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-jul-18; 2.563,28 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-jun-18; 2.554,77 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10001;20-mai-18; 2.577,22 ;30/04/2021;1471;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10004;20-nov-20; 133.086,80 ;30/04/2021;161;151 - 180;ALF UNICA
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-out-19; 2.736,35 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-nov-19; 2.736,61 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-dez-19; 2.766,80 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-jan-20; 2.707,62 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-fev-20; 2.801,43 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-mar-20; 2.770,48 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-abr-20; 2.720,62 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-mai-20; 2.768,88 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-jun-20; 2.770,74 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-jul-20; 2.721,14 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-ago-20; 2.738,89 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-set-20; 2.743,43 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-out-20; 2.714,74 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-nov-20; 2.785,57 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-dez-20; 2.755,27 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-jan-21; 2.819,81 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-fev-21; 2.712,84 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-mar-21; 2.757,98 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-abr-21; 2.745,59 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-set-19; 2.785,69 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-dez-17; 2.746,94 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-jan-18; 2.745,84 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-fev-18; 2.759,73 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-mar-18; 2.775,13 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-abr-18; 2.739,98 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-mai-18; 2.757,94 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-jun-18; 2.733,96 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-jul-18; 2.743,00 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-ago-18; 2.793,56 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-set-18; 2.750,67 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-out-18; 2.733,77 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-nov-18; 2.773,43 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-dez-18; 2.794,29 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-jan-19; 2.771,48 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-fev-19; 2.724,08 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-mar-19; 2.731,76 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-abr-19; 2.746,12 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-mai-19; 2.766,02 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-jun-19; 2.769,38 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-jul-19; 2.746,46 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10010;20-ago-19; 2.767,34 ;30/04/2021;1227;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10018;20-abr-21; 2.030,38 ;30/04/2021;497;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10018;20-mar-21; 2.039,54 ;30/04/2021;497;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10018;20-fev-21; 2.006,16 ;30/04/2021;497;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10018;20-jan-21; 2.085,26 ;30/04/2021;497;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10018;20-dez-20; 12.734,89 ;30/04/2021;497;>360;ANUAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10018;20-dez-20; 2.037,55 ;30/04/2021;497;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10018;20-nov-20; 2.059,95 ;30/04/2021;497;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10018;20-out-20; 2.007,57 ;30/04/2021;497;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10018;20-set-20; 2.028,79 ;30/04/2021;497;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10018;20-ago-20; 2.025,44 ;30/04/2021;497;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10018;20-jul-20; 2.012,32 ;30/04/2021;497;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10018;20-jun-20; 2.049,01 ;30/04/2021;497;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10018;20-mai-20; 2.047,61 ;30/04/2021;497;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10018;20-abr-20; 2.011,94 ;30/04/2021;497;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10018;20-mar-20; 2.048,80 ;30/04/2021;497;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10018;20-fev-20; 2.071,70 ;30/04/2021;497;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10018;20-dez-19; 13.113,25 ;30/04/2021;497;>360;ANUAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10018;20-dez-19; 2.046,10 ;30/04/2021;497;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-abr-21; 3.374,11 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-mar-21; 3.389,33 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-fev-21; 3.333,87 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-jan-21; 3.465,31 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-dez-20; 3.386,02 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-nov-20; 3.423,25 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-out-20; 3.336,21 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-set-20; 3.371,47 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-ago-20; 3.365,88 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-jul-20; 3.344,06 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-jun-20; 3.405,01 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-mai-20; 3.402,71 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-abr-20; 3.343,43 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-fev-17; 3.382,83 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-mar-17; 3.405,17 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-abr-17; 3.388,70 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-mai-17; 3.424,29 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-jun-17; 3.380,07 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-jul-17; 3.376,78 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-ago-17; 3.387,34 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-set-17; 3.357,70 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-out-17; 3.373,98 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-nov-17; 3.395,86 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-dez-17; 3.375,80 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-jan-18; 3.374,42 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-fev-18; 3.391,47 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-mar-18; 3.410,36 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-abr-18; 3.367,25 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-mai-18; 3.389,26 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-jun-18; 3.359,79 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-jul-18; 3.370,89 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-ago-18; 3.433,04 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-mar-20; 3.404,69 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-fev-20; 3.442,75 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-jan-20; 3.327,44 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-dez-19; 3.400,21 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-nov-19; 3.363,10 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-out-19; 3.362,76 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-set-19; 3.423,35 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-ago-19; 3.400,84 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-jul-19; 3.375,20 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-jun-19; 3.403,29 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-mai-19; 3.399,17 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-abr-19; 3.374,74 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-mar-19; 3.357,13 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-fev-19; 3.347,64 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-jan-19; 3.405,86 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-dez-18; 3.433,98 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-nov-18; 3.408,34 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-out-18; 3.359,56 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10028;20-set-18; 3.380,43 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-abr-21; 3.374,11 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-mar-21; 3.389,33 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-fev-21; 3.333,87 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-jan-21; 3.465,31 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-dez-20; 3.386,02 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-nov-20; 3.423,25 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-out-20; 3.336,21 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-set-20; 3.371,47 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-ago-20; 3.365,88 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-jul-20; 3.344,06 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-jun-20; 3.405,01 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-mai-20; 3.402,71 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-abr-20; 3.343,43 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-fev-17; 3.385,54 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-mar-17; 3.405,17 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-abr-17; 3.388,70 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-mai-17; 3.424,29 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-jun-17; 3.380,07 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-jul-17; 3.376,78 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-ago-17; 3.387,34 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-set-17; 3.357,70 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-out-17; 3.373,98 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-nov-17; 3.395,86 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-dez-17; 3.375,80 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-jan-18; 3.374,42 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-fev-18; 3.391,47 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-mar-18; 3.410,36 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-abr-18; 3.367,25 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-mai-18; 3.389,26 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-jun-18; 3.359,79 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-jul-18; 3.370,89 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-ago-18; 3.433,04 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-mar-20; 3.404,69 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-fev-20; 3.442,75 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-jan-20; 3.327,44 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-dez-19; 3.400,21 ;30/04/2021;1530;>360;MENSAL
3655;CYRELA LANDSCAPE UBERABA;Loteamento;CYRELA;03;G10029;20-nov-19; 3.363,10 ;30/04/2021;1530;>360;MENSAL
