Cliente;Regional;Obra;Bloco;Unidade;Dt Venda;Dt Chaves; Saldo Devedor ; Valor Pago Atualizado ; Valor Pago ;VGV
CLIENTE 383;São Paulo;3130;01;000204;27/06/2019;01/09/2022;362997,7; R$ 202.712,99 ; R$ 177.450,95 ; R$ 540.448,65 
CLIENTE 384;São Paulo;3130;01;000207;30/06/2019;01/09/2022;157571,85; R$ 384.947,07 ; R$ 346.667,52 ; R$ 504.239,37 
CLIENTE 385;São Paulo;3130;01;000208;27/08/2019;01/09/2022;537472,64; R$ 76.434,34 ; R$ 71.174,32 ; R$ 608.646,96 
CLIENTE 386;São Paulo;7840;01;001105;25/10/2018;01/06/2021;407515,15; R$ 102.589,73 ; R$ 93.126,09 ; R$ 500.641,24 
CLIENTE 387;São Paulo;7840;01;001302;29/10/2018;01/06/2021;502061,33; R$ 126.252,54 ; R$ 113.882,56 ; R$ 615.943,89 
CLIENTE 388;São Paulo;7840;01;000810;08/11/2018;01/06/2021;378958,95; R$ 205.313,69 ; R$ 183.117,53 ; R$ 562.076,48 
CLIENTE 389;São Paulo;9312;01;000104;10/11/2018;01/10/2021;739066,91; R$ 239.708,31 ; R$ 206.251,75 ; R$ 945.318,66 
CLIENTE 390;São Paulo;9312;01;000183;16/11/2018;01/10/2021;772755,96; R$ 270.132,35 ; R$ 246.631,44 ; R$ 1.019.387,40 
CLIENTE 391;São Paulo;9312;01;000124;27/11/2018;01/10/2021;703261,56; R$ 249.741,18 ; R$ 214.023,65 ; R$ 917.285,21 
CLIENTE 392;São Paulo;9312;01;000023;28/11/2018;01/10/2021;777389,82; R$ 149.607,84 ; R$ 136.761,50 ; R$ 914.151,32 
CLIENTE 393;São Paulo;9078;01;000210;28/11/2018;01/10/2021;255178,07; R$ 93.487,96 ; R$ 85.358,22 ; R$ 340.536,29 
CLIENTE 394;São Paulo;9078;01;000509;30/11/2018;01/10/2021;313115,85; R$ 81.947,20 ; R$ 73.953,69 ; R$ 387.069,54 
CLIENTE 395;São Paulo;9078;01;001209;30/11/2018;01/10/2021;316343,46; R$ 92.262,70 ; R$ 82.888,74 ; R$ 399.232,20 
CLIENTE 396;São Paulo;9613;01;000126;30/11/2018;01/01/2022;267345,08; R$ 160.594,51 ; R$ 140.812,35 ; R$ 408.157,43 
CLIENTE 397;São Paulo;9078;01;000410;06/12/2018;01/10/2021;157075,3; R$ 166.613,81 ; R$ 142.829,56 ; R$ 299.904,86 
CLIENTE 398;São Paulo;9078;01;000501;08/12/2018;01/10/2021;276669,78; R$ 88.709,08 ; R$ 78.704,16 ; R$ 355.373,94 
CLIENTE 399;São Paulo;9078;01;001409;08/12/2018;01/10/2021;343931,36; R$ 72.025,96 ; R$ 65.843,63 ; R$ 409.774,99 
CLIENTE 400;São Paulo;9078;01;000311;10/12/2018;01/10/2021;8919,9; R$ 441.224,00 ; R$ 391.492,25 ; R$ 400.412,15 
CLIENTE 401;São Paulo;9613;01;000055;10/12/2018;01/01/2022;298516,24; R$ 127.760,27 ; R$ 114.499,32 ; R$ 413.015,56 
CLIENTE 402;São Paulo;9613;01;000064;10/12/2018;01/01/2022;48529,46; R$ 337.108,45 ; R$ 298.915,88 ; R$ 347.445,34 
CLIENTE 403;São Paulo;9613;01;000097;10/12/2018;01/01/2022;399959,65; R$ 112.829,34 ; R$ 100.425,61 ; R$ 500.385,26 
CLIENTE 404;São Paulo;9613;01;000105;10/12/2018;01/01/2022;53897,15; R$ 357.482,93 ; R$ 317.497,77 ; R$ 371.394,92 
CLIENTE 405;São Paulo;9613;01;000091;11/12/2018;01/01/2022;473384,74; R$ 132.786,81 ; R$ 121.268,22 ; R$ 594.652,96 
CLIENTE 406;São Paulo;9613;01;000121;11/12/2018;01/01/2022;505051,45; R$ 129.600,53 ; R$ 118.322,15 ; R$ 623.373,60 
CLIENTE 407;São Paulo;9613;01;000178;12/12/2018;01/01/2022;282274,56; R$ 219.145,84 ; R$ 191.459,44 ; R$ 473.734,00 
CLIENTE 408;São Paulo;9613;01;000074;13/12/2018;01/01/2022;241946,85; R$ 169.299,14 ; R$ 145.310,51 ; R$ 387.257,36 
CLIENTE 409;São Paulo;9613;01;000177;14/12/2018;01/01/2022;282274,56; R$ 219.125,28 ; R$ 191.459,44 ; R$ 473.734,00 
CLIENTE 410;São Paulo;9613;01;000182;14/12/2018;01/01/2022;445552,36; R$ 210.769,34 ; R$ 196.249,10 ; R$ 641.801,46 
CLIENTE 411;São Paulo;9613;01;000161;15/12/2018;01/01/2022;413317,85; R$ 220.838,59 ; R$ 189.439,21 ; R$ 602.757,06 
CLIENTE 412;São Paulo;9078;01;000507;18/12/2018;01/10/2021;118425,23; R$ 223.825,85 ; R$ 199.265,29 ; R$ 317.690,52 
CLIENTE 413;São Paulo;9312;01;000162;21/12/2018;01/10/2021;748124,09; R$ 311.477,12 ; R$ 285.896,94 ; R$ 1.034.021,03 
CLIENTE 414;São Paulo;9613;01;000115;22/12/2018;01/01/2022;331844,91; R$ 138.047,12 ; R$ 123.598,98 ; R$ 455.443,89 
CLIENTE 415;São Paulo;9613;01;000047;26/12/2018;01/01/2022;313548,78; R$ 163.726,14 ; R$ 140.361,40 ; R$ 453.910,18 
CLIENTE 416;São Paulo;9613;01;000077;27/12/2018;01/01/2022;203623,59; R$ 280.030,67 ; R$ 249.854,24 ; R$ 453.477,83 
CLIENTE 417;São Paulo;9613;01;000066;28/12/2018;01/01/2022;365318,85; R$ 83.766,01 ; R$ 75.558,83 ; R$ 440.877,68 
CLIENTE 418;São Paulo;9078;01;000706;31/12/2018;01/10/2021;307429,29; R$ 61.613,40 ; R$ 56.141,58 ; R$ 363.570,87 
CLIENTE 419;São Paulo;9078;01;001204;22/01/2019;01/10/2021;315020,52; R$ 80.557,13 ; R$ 73.044,47 ; R$ 388.064,99 
CLIENTE 420;São Paulo;9613;01;000157;24/01/2019;01/01/2022;84037,19; R$ 428.598,99 ; R$ 395.977,71 ; R$ 480.014,90 
CLIENTE 421;São Paulo;9078;01;000412;07/02/2019;01/10/2021;396087,7; R$ 77.676,71 ; R$ 147.521,52 ; R$ 543.609,22 
CLIENTE 422;São Paulo;9613;01;000175;21/02/2019;01/01/2022;308997,03; R$ 190.451,11 ; R$ 173.849,53 ; R$ 482.846,56 
CLIENTE 423;São Paulo;3707;01;000104;27/02/2019;01/10/2021;335887,52; R$ 137.673,97 ; R$ 127.391,46 ; R$ 463.278,98 
CLIENTE 424;São Paulo;3707;01;000406;28/02/2019;01/10/2021;404035,2; R$ 101.571,71 ; R$ 93.055,96 ; R$ 497.091,16 
CLIENTE 425;São Paulo;9312;01;000081;12/03/2019;01/10/2021;1680812,17; R$ 857.766,66 ; R$ 761.813,97 ; R$ 2.442.626,14 
CLIENTE 426;São Paulo;7840;01;000204;14/03/2019;01/06/2021;90931,43; R$ 320.643,60 ; R$ 292.146,38 ; R$ 383.077,81 
CLIENTE 427;São Paulo;9876;01;000174;19/03/2019;01/07/2022;741826,11; R$ 160.522,56 ; R$ 147.955,75 ; R$ 889.781,86 
CLIENTE 428;São Paulo;9876;01;000071;22/03/2019;01/07/2022;223279,42; R$ 536.714,27 ; R$ 479.177,29 ; R$ 702.456,71 
CLIENTE 429;São Paulo;9876;01;000073;23/03/2019;01/07/2022;705903,91; R$ 140.910,17 ; R$ 129.155,60 ; R$ 835.059,51 
CLIENTE 430;São Paulo;9876;01;000061;26/03/2019;01/07/2022;379986,65; R$ 381.917,26 ; R$ 340.995,44 ; R$ 720.982,09 
CLIENTE 431;São Paulo;9876;01;000102;27/03/2019;01/07/2022;515628,61; R$ 243.655,07 ; R$ 215.399,91 ; R$ 731.028,52 
CLIENTE 432;São Paulo;9312;01;000161;28/03/2019;01/10/2021;515179,14; R$ 448.979,60 ; R$ 400.010,47 ; R$ 915.189,61 
CLIENTE 433;São Paulo;9876;01;000084;30/03/2019;01/07/2022;679312,83; R$ 120.332,39 ; R$ 112.302,31 ; R$ 791.615,14 
CLIENTE 434;São Paulo;9876;01;000103;31/03/2019;01/07/2022;702733,27; R$ 153.498,73 ; R$ 138.376,18 ; R$ 841.109,45 
CLIENTE 435;São Paulo;9876;01;000172;31/03/2019;01/07/2022;734162,64; R$ 164.530,95 ; R$ 151.585,98 ; R$ 885.748,62 
CLIENTE 436;São Paulo;3707;01;000205;30/09/2019;01/10/2021;433728,21; R$ 61.025,82 ; R$ 57.223,43 ; R$ 490.951,64 
CLIENTE 437;São Paulo;3707;01;000207;29/02/2020;01/10/2021;360652,67; R$ 179.952,99 ; R$ 162.257,81 ; R$ 522.910,48 
CLIENTE 438;São Paulo;3707;01;000401;31/01/2020;01/10/2021;582072,04; R$ 108.267,16 ; R$ 101.386,22 ; R$ 683.458,26 
CLIENTE 439;São Paulo;9876;01;000041;03/04/2019;01/07/2022;668585,96; R$ 161.160,68 ; R$ 147.157,07 ; R$ 815.743,03 
CLIENTE 440;São Paulo;3707;01;000405;29/12/2020;01/10/2021;429715,49; R$ 74.108,93 ; R$ 71.263,14 ; R$ 500.978,63 
CLIENTE 441;São Paulo;3707;01;000407;13/12/2019;01/10/2021;431184,22; R$ 113.953,76 ; R$ 104.391,53 ; R$ 535.575,75 
CLIENTE 442;São Paulo;9876;01;000114;05/04/2019;01/07/2022;511200,07; R$ 284.779,25 ; R$ 266.618,73 ; R$ 777.818,80 
CLIENTE 443;São Paulo;3707;01;000707;13/12/2019;01/10/2021;486755,73; R$ 82.613,45 ; R$ 75.534,24 ; R$ 562.289,97 
CLIENTE 444;São Paulo;9876;01;000163;17/04/2019;01/07/2022;567933,99; R$ 300.120,34 ; R$ 271.962,62 ; R$ 839.896,61 
CLIENTE 445;São Paulo;9312;01;000063;30/04/2019;01/10/2021;757306,05; R$ 202.047,89 ; R$ 186.331,56 ; R$ 943.637,61 
CLIENTE 446;São Paulo;9876;01;000124;30/04/2019;01/07/2022;719692,32; R$ 140.219,37 ; R$ 128.772,32 ; R$ 848.464,64 
CLIENTE 447;São Paulo;9876;01;000143;30/04/2019;01/07/2022;743216,13; R$ 160.377,39 ; R$ 145.422,30 ; R$ 888.638,43 
CLIENTE 448;São Paulo;9876;01;000192;30/04/2019;01/07/2022;829077,36; R$ 123.389,15 ; R$ 114.790,65 ; R$ 943.868,01 
CLIENTE 449;São Paulo;4718;01;000035;16/02/2021;01/06/2023;619617,41; R$ 141.809,02 ; R$ 138.063,41 ; R$ 757.680,82 
CLIENTE 450;São Paulo;4718;01;000044;30/09/2020;01/06/2023;681669,59; R$ 39.665,13 ; R$ 37.862,76 ; R$ 719.532,35 
CLIENTE 451;São Paulo;4718;01;000066;24/09/2020;01/06/2023;769622,32; R$ 147.703,21 ; R$ 140.256,25 ; R$ 909.878,57 
CLIENTE 452;São Paulo;4718;01;000074;30/09/2020;01/06/2023;675699,22; R$ 49.571,96 ; R$ 47.632,40 ; R$ 723.331,62 
CLIENTE 453;São Paulo;9078;01;001108;30/04/2019;01/10/2021;323822,77; R$ 61.572,47 ; R$ 55.337,10 ; R$ 379.159,87 
CLIENTE 454;São Paulo;4718;01;000123;24/09/2020;01/06/2023;683674,36; R$ 50.775,34 ; R$ 48.282,62 ; R$ 731.956,98 
CLIENTE 455;São Paulo;4718;01;000124;24/09/2020;01/06/2023;575509,18; R$ 155.044,96 ; R$ 144.081,63 ; R$ 719.590,81 
CLIENTE 456;São Paulo;4718;01;000136;31/10/2020;01/06/2023;864918,46; R$ 90.701,68 ; R$ 85.082,98 ; R$ 950.001,44 
CLIENTE 457;São Paulo;4718;01;000155;24/09/2020;01/06/2023;770355,31; R$ 188.693,38 ; R$ 174.901,24 ; R$ 945.256,55 
CLIENTE 458;São Paulo;4718;01;000161;30/09/2020;01/06/2023;1217071,54; R$ 48.150,06 ; R$ 46.116,20 ; R$ 1.263.187,74 
CLIENTE 459;São Paulo;4718;01;000164;29/09/2020;01/06/2023;690876,67; R$ 73.184,80 ; R$ 69.066,30 ; R$ 759.942,97 
CLIENTE 460;São Paulo;4718;01;000183;24/09/2020;01/06/2023;667590,92; R$ 95.647,39 ; R$ 89.029,62 ; R$ 756.620,54 
CLIENTE 461;São Paulo;9311;01;000043;08/05/2019;01/06/2022;758221,1; R$ 140.332,42 ; R$ 127.461,11 ; R$ 885.682,21 
CLIENTE 462;São Paulo;9311;01;000041;10/05/2019;01/06/2022;737979,78; R$ 145.845,37 ; R$ 130.269,42 ; R$ 868.249,20 
CLIENTE 463;São Paulo;9311;01;000131;10/05/2019;01/06/2022;825964,04; R$ 137.940,70 ; R$ 127.063,22 ; R$ 953.027,26 
CLIENTE 464;São Paulo;9876;01;000132;16/05/2019;01/07/2022;1680812,17; R$ 139.454,88 ; R$ 128.260,70 ; R$ 1.809.072,87 
CLIENTE 465;São Paulo;9311;01;000052;21/05/2019;01/06/2022;482568,68; R$ 386.588,95 ; R$ 346.980,46 ; R$ 829.549,14 
CLIENTE 466;São Paulo;9311;01;000174;23/05/2019;01/06/2022;1256840,93; R$ 324.051,52 ; R$ 293.181,30 ; R$ 1.550.022,23 
CLIENTE 467;São Paulo;9311;01;000034;28/05/2019;01/06/2022;666109,52; R$ 200.691,44 ; R$ 181.487,97 ; R$ 847.597,49 
CLIENTE 468;São Paulo;9613;01;000154;31/05/2019;01/01/2022;276237,09; R$ 225.036,90 ; R$ 214.761,86 ; R$ 490.998,95 
CLIENTE 469;São Paulo;9876;01;000133;31/05/2019;01/07/2022;525354,84; R$ 363.754,62 ; R$ 338.417,64 ; R$ 863.772,48 
CLIENTE 470;São Paulo;7819;01;000081;06/06/2019;01/07/2022;389102,23; R$ 73.073,64 ; R$ 66.179,36 ; R$ 455.281,59 
CLIENTE 471;São Paulo;7819;01;000106;16/09/2019;01/07/2022;514198,63; R$ 82.799,76 ; R$ 76.209,16 ; R$ 590.407,79 
CLIENTE 472;São Paulo;7819;01;000115;11/06/2019;01/07/2022;531115,51; R$ 69.793,97 ; R$ 64.551,27 ; R$ 595.666,78 
CLIENTE 473;São Paulo;7819;01;000063;21/06/2019;01/07/2022;390078,75; R$ 73.691,96 ; R$ 67.389,39 ; R$ 457.468,14 
CLIENTE 474;São Paulo;7819;01;000132;26/06/2019;01/07/2022;406768,19; R$ 74.027,80 ; R$ 68.360,87 ; R$ 475.129,06 
CLIENTE 475;São Paulo;9876;01;000044;30/06/2019;01/07/2022;698923,11; R$ 133.018,78 ; R$ 122.276,16 ; R$ 821.199,27 
CLIENTE 476;São Paulo;7819;01;000073;11/07/2019;01/07/2022;356921,8; R$ 94.747,88 ; R$ 87.990,37 ; R$ 444.912,17 
CLIENTE 477;São Paulo;7819;01;000045;22/07/2019;01/07/2022;462369,58; R$ 112.172,61 ; R$ 102.090,02 ; R$ 564.459,60 
CLIENTE 478;São Paulo;7819;01;000162;30/07/2019;01/07/2022;413343,28; R$ 74.399,41 ; R$ 67.522,21 ; R$ 480.865,49 
CLIENTE 479;São Paulo;7819;01;000103;31/07/2019;01/07/2022;379853,75; R$ 88.273,19 ; R$ 80.048,85 ; R$ 459.902,60 
CLIENTE 480;São Paulo;7819;01;000031;27/08/2019;01/07/2022;297445,17; R$ 136.337,27 ; R$ 127.906,49 ; R$ 425.351,66 
CLIENTE 481;São Paulo;7819;01;000113;06/09/2019;01/07/2022;353524,65; R$ 102.806,30 ; R$ 93.734,10 ; R$ 447.258,75 
CLIENTE 482;São Paulo;7826;01;000032;19/09/2019;01/09/2022;730792,55; R$ 119.954,41 ; R$ 111.005,22 ; R$ 841.797,77 
CLIENTE 483;São Paulo;7826;01;000082;19/09/2019;01/09/2022;762595,05; R$ 112.384,49 ; R$ 104.039,50 ; R$ 866.634,55 
CLIENTE 484;São Paulo;7826;01;000102;19/09/2019;01/09/2022;528352,24; R$ 348.064,86 ; R$ 314.265,16 ; R$ 842.617,40 
CLIENTE 485;São Paulo;7826;01;000104;24/09/2019;01/09/2022;778399,39; R$ 115.375,94 ; R$ 106.790,30 ; R$ 885.189,69 
CLIENTE 486;São Paulo;7826;01;000134;24/09/2019;01/09/2022;799422,88; R$ 118.474,52 ; R$ 109.658,42 ; R$ 909.081,30 
CLIENTE 487;São Paulo;7826;01;000103;25/09/2019;01/09/2022;722797,53; R$ 169.612,47 ; R$ 157.271,66 ; R$ 880.069,19 
CLIENTE 488;São Paulo;7826;01;000111;25/09/2019;01/09/2022;598067,06; R$ 277.526,28 ; R$ 245.812,39 ; R$ 843.879,45 
CLIENTE 489;São Paulo;7826;01;000122;25/09/2019;01/09/2022;349760,82; R$ 526.441,15 ; R$ 495.609,95 ; R$ 845.370,77 
CLIENTE 490;São Paulo;7826;01;000132;25/09/2019;01/09/2022;705642,97; R$ 186.245,95 ; R$ 164.643,25 ; R$ 870.286,22 
CLIENTE 491;São Paulo;7826;01;000101;30/09/2019;01/09/2022;774832,01; R$ 121.763,52 ; R$ 110.858,03 ; R$ 885.690,04 
CLIENTE 492;São Paulo;7826;01;000034;30/09/2019;01/09/2022;760510,29; R$ 123.673,22 ; R$ 115.755,95 ; R$ 876.266,24 
CLIENTE 493;São Paulo;7826;01;000064;30/09/2019;01/09/2022;47933,31; R$ 744.974,79 ; R$ 682.173,91 ; R$ 730.107,22 
CLIENTE 494;São Paulo;7826;01;000053;30/09/2019;01/09/2022;687289,28; R$ 171.249,68 ; R$ 156.948,20 ; R$ 844.237,48 
CLIENTE 495;São Paulo;7826;01;000124;30/09/2019;01/09/2022;814097,68; R$ 120.882,00 ; R$ 111.453,91 ; R$ 925.551,59 
CLIENTE 496;São Paulo;7819;01;000054;07/10/2019;01/07/2022;354287,41; R$ 106.653,92 ; R$ 98.577,85 ; R$ 452.865,26 
CLIENTE 497;São Paulo;7819;01;000182;30/10/2019;01/07/2022;372185,81; R$ 134.823,33 ; R$ 124.369,50 ; R$ 496.555,31 
CLIENTE 498;São Paulo;7826;01;000093;30/10/2019;01/09/2022;733406,31; R$ 152.490,00 ; R$ 139.883,32 ; R$ 873.289,63 
CLIENTE 499;São Paulo;9312;01;000171;31/10/2019;01/10/2021;831601,9; R$ 196.442,26 ; R$ 182.238,79 ; R$ 1.013.840,69 
CLIENTE 500;São Paulo;7826;01;000113;31/10/2019;01/09/2022;91929,11; R$ 737.945,79 ; R$ 669.089,01 ; R$ 761.018,12 
CLIENTE 501;São Paulo;7718;01;000013;24/11/2019;01/12/2022;457236,92; R$ 55.375,25 ; R$ 51.000,78 ; R$ 508.237,70 
CLIENTE 502;São Paulo;7718;01;000024;09/12/2019;01/12/2022;421755,37; R$ 111.308,76 ; R$ 103.144,12 ; R$ 524.899,49 
CLIENTE 503;São Paulo;7718;01;000043;09/12/2019;01/12/2022;439662,18; R$ 110.560,59 ; R$ 102.440,64 ; R$ 542.102,82 
CLIENTE 504;São Paulo;7718;01;000044;30/11/2019;01/12/2022;424796,22; R$ 131.270,31 ; R$ 120.564,54 ; R$ 545.360,76 
CLIENTE 505;São Paulo;7718;01;000051;09/12/2019;01/12/2022;615612,38; R$ 100.516,05 ; R$ 94.574,99 ; R$ 710.187,37 
CLIENTE 506;São Paulo;7718;01;000052;30/11/2019;01/12/2022;644671,43; R$ 98.127,78 ; R$ 91.042,93 ; R$ 735.714,36 
CLIENTE 507;São Paulo;7718;01;000056;26/11/2019;01/12/2022;392435,46; R$ 152.756,53 ; R$ 138.338,36 ; R$ 530.773,82 
CLIENTE 508;São Paulo;7718;01;000063;30/11/2019;01/12/2022;477636,34; R$ 57.309,73 ; R$ 53.645,92 ; R$ 531.282,26 
CLIENTE 509;São Paulo;7718;01;000065;08/12/2019;01/12/2022;477185,97; R$ 66.919,16 ; R$ 62.608,63 ; R$ 539.794,60 
CLIENTE 510;São Paulo;7718;01;000066;30/11/2019;01/12/2022;452180,85; R$ 103.412,07 ; R$ 95.190,34 ; R$ 547.371,19 
CLIENTE 511;São Paulo;7718;01;000071;22/11/2019;01/12/2022;202391,76; R$ 467.435,13 ; R$ 426.479,71 ; R$ 628.871,47 
CLIENTE 512;São Paulo;7718;01;000076;22/11/2019;01/12/2022;505039,99; R$ 62.024,40 ; R$ 58.196,18 ; R$ 563.236,17 
CLIENTE 513;São Paulo;7718;01;000093;09/12/2019;01/12/2022;517222,75; R$ 72.763,14 ; R$ 68.522,43 ; R$ 585.745,18 
CLIENTE 514;São Paulo;7718;01;000103;21/11/2019;01/12/2022;456836,06; R$ 111.230,07 ; R$ 102.720,87 ; R$ 559.556,93 
CLIENTE 515;São Paulo;7718;01;000115;30/11/2019;01/12/2022;505518,29; R$ 82.354,67 ; R$ 76.060,45 ; R$ 581.578,74 
CLIENTE 516;São Paulo;7718;01;000134;31/12/2019;01/12/2022;1680812,17; R$ 105.947,67 ; R$ 99.070,60 ; R$ 1.779.882,77 
CLIENTE 517;São Paulo;7718;01;000145;31/12/2019;01/12/2022;430989,71; R$ 152.276,28 ; R$ 136.198,13 ; R$ 567.187,84 
CLIENTE 518;São Paulo;7718;01;000153;09/12/2019;01/12/2022;555709,78; R$ 84.058,31 ; R$ 77.809,37 ; R$ 633.519,15 
CLIENTE 519;São Paulo;7718;01;000173;26/04/2020;01/12/2022;297334,92; R$ 293.522,62 ; R$ 271.443,13 ; R$ 568.778,05 
CLIENTE 520;São Paulo;7718;01;000174;17/12/2019;01/12/2022;534935,24; R$ 116.551,74 ; R$ 105.996,38 ; R$ 640.931,62 
CLIENTE 521;São Paulo;7840;01;000904;25/11/2019;01/06/2021;291802,09; R$ 179.400,93 ; R$ 162.230,48 ; R$ 454.032,57 
CLIENTE 522;São Paulo;7818;01;000416;19/06/2020;01/11/2022;350389,27; R$ 48.889,66 ; R$ 147.521,52 ; R$ 497.910,79 
CLIENTE 523;São Paulo;7818;01;000510;26/03/2020;01/11/2022;113516,44; R$ 98.571,46 ; R$ 90.881,55 ; R$ 204.397,99 
CLIENTE 524;São Paulo;7818;01;000803;18/06/2020;01/11/2022;127822,32; R$ 140.222,46 ; R$ 130.476,03 ; R$ 258.298,35 
CLIENTE 525;São Paulo;7818;01;000804;13/03/2020;01/11/2022;241478,62; R$ 30.149,83 ; R$ 28.268,78 ; R$ 269.747,40 
CLIENTE 526;São Paulo;7818;01;000813;17/06/2020;01/11/2022;233973,78; R$ 44.971,98 ; R$ 41.654,37 ; R$ 275.628,15 
CLIENTE 527;São Paulo;7818;01;000915;29/07/2020;01/11/2022;353351,58; R$ 45.042,11 ; R$ 42.331,83 ; R$ 395.683,41 
CLIENTE 528;São Paulo;7818;01;001003;18/03/2020;01/11/2022;285485,33; R$ 42.462,57 ; R$ 39.576,78 ; R$ 325.062,11 
CLIENTE 529;São Paulo;7818;01;001015;25/03/2020;01/11/2022;307605,96; R$ 90.746,06 ; R$ 84.365,80 ; R$ 391.971,76 
CLIENTE 530;São Paulo;7818;01;001202;23/03/2020;01/11/2022;364582,08; R$ 52.842,15 ; R$ 49.074,53 ; R$ 413.656,61 
CLIENTE 531;São Paulo;7818;01;001214;26/03/2020;01/11/2022;223929,1; R$ 98.834,43 ; R$ 92.223,39 ; R$ 316.152,49 
CLIENTE 532;São Paulo;7818;01;001304;31/05/2020;01/11/2022;285752,85; R$ 44.260,82 ; R$ 41.644,55 ; R$ 327.397,40 
CLIENTE 533;São Paulo;7818;01;001314;30/03/2020;01/11/2022;287562,12; R$ 35.903,55 ; R$ 33.663,52 ; R$ 321.225,64 
CLIENTE 534;São Paulo;7818;01;001403;31/07/2020;01/11/2022;203620,99; R$ 107.769,18 ; R$ 98.799,18 ; R$ 302.420,17 
CLIENTE 535;São Paulo;7818;01;001416;25/03/2020;01/11/2022;318760,73; R$ 100.310,39 ; R$ 92.065,13 ; R$ 410.825,86 
CLIENTE 536;São Paulo;7818;01;001604;13/11/2020;01/11/2022;288209,77; R$ 51.177,90 ; R$ 50.617,59 ; R$ 338.827,36 
CLIENTE 537;São Paulo;7818;01;001616;31/10/2020;01/11/2022;375206,01; R$ 57.949,91 ; R$ 55.625,37 ; R$ 430.831,38 
CLIENTE 538;São Paulo;7819;01;000032;30/06/2020;01/07/2022;499502,63; R$ 46.551,29 ; R$ 43.515,34 ; R$ 543.017,97 
CLIENTE 539;São Paulo;7819;01;000173;19/02/2020;01/07/2022;319980,27; R$ 153.827,40 ; R$ 140.779,35 ; R$ 460.759,62 
CLIENTE 540;São Paulo;7819;01;000174;18/03/2020;01/07/2022;244384,88; R$ 263.390,04 ; R$ 239.301,28 ; R$ 483.686,16 
CLIENTE 541;São Paulo;7819;01;000183;27/07/2020;01/07/2022;435101,86; R$ 74.716,76 ; R$ 71.788,34 ; R$ 506.890,20 
CLIENTE 542;São Paulo;7819;01;000196;31/08/2020;01/07/2022;580352,78; R$ 64.767,63 ; R$ 62.332,10 ; R$ 642.684,88 
CLIENTE 543;São Paulo;7840;01;000809;31/08/2020;01/06/2021;504812,2; R$ 87.569,29 ; R$ 81.933,29 ; R$ 586.745,49 
CLIENTE 544;São Paulo;9311;01;000124;11/02/2020;01/06/2022;807069,44; R$ 168.414,63 ; R$ 156.274,51 ; R$ 963.343,95 
CLIENTE 545;São Paulo;7840;01;001204;20/02/2020;01/06/2021;382474,53; R$ 89.036,29 ; R$ 80.190,50 ; R$ 462.665,03 
CLIENTE 546;São Paulo;7840;01;001403;13/07/2020;01/06/2021;410523,93; R$ 97.314,88 ; R$ 90.542,38 ; R$ 501.066,31 
CLIENTE 547;São Paulo;7840;01;001406;27/10/2020;01/06/2021;350456,19; R$ 94.953,99 ; R$ 88.054,28 ; R$ 438.510,47 
CLIENTE 548;São Paulo;9078;01;001603;25/03/2020;01/11/2021;364524,45; R$ 66.747,31 ; R$ 62.034,09 ; R$ 426.558,54 
CLIENTE 549;São Paulo;8054;01;000502;21/07/2020;01/09/2023;531958,61; R$ 535.208,65 ; R$ 507.554,33 ; R$ 1.039.512,94 
CLIENTE 550;São Paulo;8054;01;000604;08/07/2020;01/09/2023;478747,77; R$ 75.116,31 ; R$ 69.814,29 ; R$ 548.562,06 
CLIENTE 551;São Paulo;8054;01;000804;30/06/2020;01/09/2023;549680,6; R$ 30.912,47 ; R$ 28.623,96 ; R$ 578.304,56 
CLIENTE 552;São Paulo;8054;01;000903;30/06/2020;01/09/2023;492748,36; R$ 87.019,34 ; R$ 80.640,95 ; R$ 573.389,31 
CLIENTE 553;São Paulo;8054;01;001101;30/06/2020;01/09/2023;302354,27; R$ 752.760,12 ; R$ 708.308,04 ; R$ 1.010.662,31 
CLIENTE 554;São Paulo;8054;01;001103;30/06/2020;01/09/2023;512480,94; R$ 83.997,56 ; R$ 78.275,42 ; R$ 590.756,36 
CLIENTE 555;São Paulo;8054;01;001204;30/06/2020;01/09/2023;512144,45; R$ 64.033,79 ; R$ 58.697,79 ; R$ 570.842,24 
CLIENTE 556;São Paulo;8054;01;001704;29/06/2020;01/09/2023;596689,69; R$ 44.670,26 ; R$ 41.801,88 ; R$ 638.491,57 
CLIENTE 557;São Paulo;8054;01;002103;31/08/2020;01/09/2023;638133,74; R$ 59.681,23 ; R$ 56.288,31 ; R$ 694.422,05 
CLIENTE 558;São Paulo;8054;01;002201;31/08/2020;01/09/2023;1173295,71; R$ 74.641,06 ; R$ 69.330,22 ; R$ 1.242.625,93 
CLIENTE 559;São Paulo;8054;01;002203;31/07/2020;01/09/2023;569574,37; R$ 139.054,14 ; R$ 134.129,92 ; R$ 703.704,29 
CLIENTE 560;São Paulo;8054;01;002304;21/07/2020;01/09/2023;218054,71; R$ 388.719,94 ; R$ 362.879,38 ; R$ 580.934,09 
CLIENTE 561;São Paulo;8401;01;000072;30/11/2020;01/04/2024;979462,71; R$ 265.553,85 ; R$ 250.131,97 ; R$ 1.229.594,68 
CLIENTE 562;São Paulo;8401;01;000102;31/12/2020;01/04/2024;981021,69; R$ 273.425,87 ; R$ 261.439,95 ; R$ 1.242.461,64 
