Cliente;Regional;Obra;Bloco;Unidade;Dt Venda;Dt Chaves; Saldo Devedor ; Valor Pago Atualizado ; Valor Pago ;VGV
CLIENTE 2687;São Paulo;3130;01;000101;30/06/2019;01/09/2022;138955,79; R$ 386.881,17 ; R$ 351.429,77 ; R$ 490.385,56 
CLIENTE 2688;São Paulo;3130;01;000103;27/06/2019;01/09/2022;407682,85; R$ 59.913,50 ; R$ 54.708,03 ; R$ 462.390,88 
CLIENTE 2689;São Paulo;3130;01;000106;31/03/2021;01/09/2022;418675,03; R$ 6.024,17 ; R$ 5.960,48 ; R$ 424.635,51 
CLIENTE 2690;São Paulo;3130;01;000112;31/08/2019;01/09/2022;351169,1; R$ 202.170,61 ; R$ 183.185,45 ; R$ 534.354,55 
CLIENTE 2691;São Paulo;3130;01;000113;31/07/2019;01/09/2022;24011,2; R$ 378.573,32 ; R$ 339.528,98 ; R$ 363.540,18 
CLIENTE 2692;São Paulo;3130;01;000115;30/06/2019;01/09/2022;17479,79; R$ 380.251,96 ; R$ 339.926,24 ; R$ 357.406,03 
CLIENTE 2693;São Paulo;3130;01;000131;20/08/2019;01/09/2022;100115,11; R$ 438.246,94 ; R$ 411.798,64 ; R$ 511.913,75 
CLIENTE 2694;São Paulo;3130;01;000144;23/09/2020;01/09/2022;318105,32; R$ 91.005,87 ; R$ 86.012,55 ; R$ 404.117,87 
CLIENTE 2695;São Paulo;3130;01;000153;31/12/2020;01/09/2022;429570,58; R$ 28.890,74 ; R$ 27.975,65 ; R$ 457.546,23 
CLIENTE 2696;São Paulo;3130;01;000158;22/03/2021;01/09/2022;475855,19; R$ 85.628,36 ; R$ 84.040,00 ; R$ 559.895,19 
CLIENTE 2697;São Paulo;3130;01;000161;28/06/2019;01/09/2022;489,89; R$ 496.820,18 ; R$ 434.342,07 ; R$ 434.831,96 
CLIENTE 2698;São Paulo;3130;01;000163;26/06/2019;01/09/2022;138622,5; R$ 292.990,64 ; R$ 265.387,83 ; R$ 404.010,33 
CLIENTE 2699;São Paulo;3130;01;000173;30/06/2019;01/09/2022;227212,46; R$ 233.288,07 ; R$ 213.992,16 ; R$ 441.204,62 
CLIENTE 2700;São Paulo;3130;01;000187;16/08/2019;01/09/2022;518627,02; R$ 81.161,97 ; R$ 74.488,92 ; R$ 593.115,94 
CLIENTE 2701;São Paulo;3130;01;000203;08/07/2020;01/09/2022;185144,07; R$ 279.755,26 ; R$ 255.084,52 ; R$ 440.228,59 
CLIENTE 2702;São Paulo;3252;01;000101;30/04/2021;01/02/2021;410112,44; R$ 411.554,12 ; R$ 399.800,00 ; R$ 809.912,44 
CLIENTE 2703;São Paulo;3252;01;000121;30/04/2021;01/03/2021;600000; R$ 248.392,67 ; R$ 245.205,00 ; R$ 845.205,00 
CLIENTE 2704;São Paulo;9613;01;000107;30/11/2018;01/01/2022;224291,9; R$ 280.891,44 ; R$ 256.755,07 ; R$ 481.046,97 
CLIENTE 2705;São Paulo;9613;01;000118;30/11/2018;01/01/2022;429323,33; R$ 95.232,53 ; R$ 86.387,61 ; R$ 515.710,94 
CLIENTE 2706;São Paulo;9613;01;000171;07/12/2018;01/01/2022;463187,85; R$ 201.887,63 ; R$ 185.891,09 ; R$ 649.078,94 
CLIENTE 2707;São Paulo;9613;01;000081;08/12/2018;01/01/2022;320407,99; R$ 250.046,04 ; R$ 237.568,01 ; R$ 557.976,00 
CLIENTE 2708;São Paulo;9613;01;000027;10/12/2018;01/01/2022;380374,99; R$ 114.789,58 ; R$ 103.762,19 ; R$ 484.137,18 
CLIENTE 2709;São Paulo;9613;01;000034;10/12/2018;01/01/2022;337275,87; R$ 90.993,02 ; R$ 80.620,61 ; R$ 417.896,48 
CLIENTE 2710;São Paulo;9613;01;000053;10/12/2018;01/01/2022;334136,14; R$ 116.203,97 ; R$ 106.043,52 ; R$ 440.179,66 
CLIENTE 2711;São Paulo;9613;01;000127;10/12/2018;01/01/2022;372200,05; R$ 149.498,78 ; R$ 137.075,99 ; R$ 509.276,04 
CLIENTE 2712;São Paulo;9613;01;000032;11/12/2018;01/01/2022;366011,48; R$ 199.089,32 ; R$ 178.309,64 ; R$ 544.321,12 
CLIENTE 2713;São Paulo;9613;01;000041;11/12/2018;01/01/2022;498238,68; R$ 111.354,25 ; R$ 101.750,67 ; R$ 599.989,35 
CLIENTE 2714;São Paulo;9613;01;000056;11/12/2018;01/01/2022;309496,86; R$ 119.176,44 ; R$ 108.159,74 ; R$ 417.656,60 
CLIENTE 2715;São Paulo;9613;01;000062;11/12/2018;01/01/2022;459605,05; R$ 126.336,45 ; R$ 114.699,62 ; R$ 574.304,67 
CLIENTE 2716;São Paulo;9613;01;000078;11/12/2018;01/01/2022;84501,23; R$ 376.078,56 ; R$ 331.822,94 ; R$ 416.324,17 
CLIENTE 2717;São Paulo;9613;01;000144;11/12/2018;01/01/2022;250374,72; R$ 214.312,87 ; R$ 194.874,19 ; R$ 445.248,91 
CLIENTE 2718;São Paulo;9613;01;000033;12/12/2018;01/01/2022;362457,17; R$ 86.273,06 ; R$ 78.918,28 ; R$ 441.375,45 
CLIENTE 2719;São Paulo;9613;01;000037;13/12/2018;01/01/2022;359821,69; R$ 127.435,36 ; R$ 111.519,62 ; R$ 471.341,31 
CLIENTE 2720;São Paulo;9613;01;000038;13/12/2018;01/01/2022;417751,68; R$ 102.901,00 ; R$ 95.432,43 ; R$ 513.184,11 
CLIENTE 2721;São Paulo;9613;01;000061;13/12/2018;01/01/2022;146972,41; R$ 416.572,72 ; R$ 377.385,33 ; R$ 524.357,74 
CLIENTE 2722;São Paulo;9613;01;000088;13/12/2018;01/01/2022;374969,79; R$ 127.194,82 ; R$ 111.322,14 ; R$ 486.291,93 
CLIENTE 2723;São Paulo;9613;01;000111;13/12/2018;01/01/2022;518316,75; R$ 104.768,81 ; R$ 94.280,97 ; R$ 612.597,72 
CLIENTE 2724;São Paulo;9613;01;000134;13/12/2018;01/01/2022;254941,07; R$ 200.919,61 ; R$ 181.216,96 ; R$ 436.158,03 
CLIENTE 2725;São Paulo;9613;01;000132;14/12/2018;01/01/2022;518234,89; R$ 120.766,08 ; R$ 109.184,81 ; R$ 627.419,70 
CLIENTE 2726;São Paulo;9613;01;000123;15/12/2018;01/01/2022;388381,41; R$ 96.989,79 ; R$ 88.840,89 ; R$ 477.222,30 
CLIENTE 2727;São Paulo;9613;01;000082;17/12/2018;01/01/2022;355910,01; R$ 249.266,70 ; R$ 232.337,89 ; R$ 588.247,90 
CLIENTE 2728;São Paulo;9613;01;000045;18/12/2018;01/01/2022;379031,28; R$ 74.591,30 ; R$ 68.268,62 ; R$ 447.299,90 
CLIENTE 2729;São Paulo;9613;01;000046;18/12/2018;01/01/2022;335238,26; R$ 90.066,20 ; R$ 82.383,88 ; R$ 417.622,14 
CLIENTE 2730;São Paulo;9613;01;000096;18/12/2018;01/01/2022;321201,68; R$ 133.297,37 ; R$ 122.973,21 ; R$ 444.174,89 
CLIENTE 2731;São Paulo;9613;01;000102;18/12/2018;01/01/2022;327555,03; R$ 239.203,22 ; R$ 216.793,60 ; R$ 544.348,63 
CLIENTE 2732;São Paulo;9613;01;000168;18/12/2018;01/01/2022;327536,46; R$ 189.915,90 ; R$ 165.835,82 ; R$ 493.372,28 
CLIENTE 2733;São Paulo;9613;01;000172;18/12/2018;01/01/2022;423787,11; R$ 220.936,88 ; R$ 192.437,92 ; R$ 616.225,03 
CLIENTE 2734;São Paulo;9613;01;000162;19/12/2018;01/01/2022;35679,26; R$ 593.801,11 ; R$ 558.371,24 ; R$ 594.050,50 
CLIENTE 2735;São Paulo;9613;01;000013;20/12/2018;01/01/2022;328751,73; R$ 104.116,06 ; R$ 93.923,54 ; R$ 422.675,27 
CLIENTE 2736;São Paulo;9613;01;000094;26/12/2018;01/01/2022;355058,4; R$ 85.031,17 ; R$ 75.429,37 ; R$ 430.487,77 
CLIENTE 2737;São Paulo;9613;01;000112;26/12/2018;01/01/2022;218229,09; R$ 365.134,70 ; R$ 332.034,09 ; R$ 550.263,18 
CLIENTE 2738;São Paulo;9613;01;000148;26/12/2018;01/01/2022;173247,97; R$ 341.450,55 ; R$ 317.840,70 ; R$ 491.088,67 
CLIENTE 2739;São Paulo;9613;01;000052;27/12/2018;01/01/2022;471614,6; R$ 122.170,30 ; R$ 110.977,38 ; R$ 582.591,98 
CLIENTE 2740;São Paulo;9613;01;000084;28/12/2018;01/01/2022;178476,89; R$ 242.296,20 ; R$ 216.209,03 ; R$ 394.685,92 
CLIENTE 2741;São Paulo;9613;01;000133;28/12/2018;01/01/2022;337039,07; R$ 149.604,85 ; R$ 138.725,59 ; R$ 475.764,66 
CLIENTE 2742;São Paulo;9613;01;000176;28/12/2018;01/01/2022;377267,69; R$ 133.819,58 ; R$ 122.275,24 ; R$ 499.542,93 
CLIENTE 2743;São Paulo;9613;01;000101;31/12/2018;01/01/2022;534988,18; R$ 112.133,48 ; R$ 102.844,00 ; R$ 637.832,18 
CLIENTE 2744;São Paulo;9613;01;000087;31/12/2018;01/01/2022;368616,18; R$ 137.486,54 ; R$ 121.272,24 ; R$ 489.888,42 
CLIENTE 2745;São Paulo;9613;01;000108;21/01/2019;01/01/2022;207485,13; R$ 280.402,56 ; R$ 249.683,80 ; R$ 457.168,93 
CLIENTE 2746;São Paulo;9613;01;000058;29/01/2019;01/01/2022;299900,88; R$ 207.101,21 ; R$ 190.404,02 ; R$ 490.304,90 
CLIENTE 2747;São Paulo;9613;01;000085;31/01/2019;01/01/2022;239085,2; R$ 202.261,21 ; R$ 177.498,58 ; R$ 416.583,78 
CLIENTE 2748;São Paulo;9613;01;000113;31/01/2019;01/01/2022;298692,08; R$ 161.861,94 ; R$ 145.913,95 ; R$ 444.606,03 
CLIENTE 2749;São Paulo;9613;01;000137;31/01/2019;01/01/2022;193476,78; R$ 321.774,42 ; R$ 292.540,39 ; R$ 486.017,17 
CLIENTE 2750;São Paulo;9613;01;000184;06/02/2019;01/01/2022;128670,92; R$ 334.685,75 ; R$ 290.497,21 ; R$ 419.168,13 
CLIENTE 2751;São Paulo;9613;01;000183;14/02/2019;01/01/2022;25094,96; R$ 469.159,97 ; R$ 429.147,31 ; R$ 454.242,27 
CLIENTE 2752;São Paulo;9613;01;000165;28/02/2019;01/01/2022;363166,84; R$ 115.719,47 ; R$ 101.960,86 ; R$ 465.127,70 
CLIENTE 2753;São Paulo;9613;01;000155;28/02/2019;01/01/2022;117441,26; R$ 353.451,31 ; R$ 324.603,71 ; R$ 442.044,97 
CLIENTE 2754;São Paulo;9613;01;000125;28/02/2019;01/01/2022;411676,78; R$ 78.786,40 ; R$ 71.758,08 ; R$ 483.434,86 
CLIENTE 2755;São Paulo;9613;01;000174;23/04/2019;01/01/2022;256623,38; R$ 238.527,75 ; R$ 213.839,74 ; R$ 470.463,12 
CLIENTE 2756;São Paulo;9311;01;000133;29/04/2019;01/06/2022;600554,57; R$ 294.667,35 ; R$ 265.860,61 ; R$ 866.415,18 
CLIENTE 2757;São Paulo;9311;01;000161;30/04/2019;01/06/2022;639242,46; R$ 267.172,03 ; R$ 234.813,56 ; R$ 874.056,02 
CLIENTE 2758;São Paulo;9311;01;000111;30/04/2019;01/06/2022;645994,15; R$ 259.665,98 ; R$ 238.124,92 ; R$ 884.119,07 
CLIENTE 2759;São Paulo;9311;01;000113;30/04/2019;01/06/2022;825921,58; R$ 147.288,02 ; R$ 135.790,18 ; R$ 961.711,76 
CLIENTE 2760;São Paulo;9311;01;000114;30/04/2019;01/06/2022;749141,9; R$ 161.298,32 ; R$ 147.477,95 ; R$ 896.619,85 
CLIENTE 2761;São Paulo;9311;01;000163;30/04/2019;01/06/2022;533594,14; R$ 369.289,03 ; R$ 332.062,52 ; R$ 865.656,66 
CLIENTE 2762;São Paulo;9311;01;000021;30/04/2019;01/06/2022;591557,17; R$ 286.570,99 ; R$ 251.565,10 ; R$ 843.122,27 
CLIENTE 2763;São Paulo;9311;01;000091;30/04/2019;01/06/2022;652972,46; R$ 266.017,26 ; R$ 242.305,74 ; R$ 895.278,20 
CLIENTE 2764;São Paulo;4718;01;000024;31/01/2021;01/06/2023;506252,34; R$ 99.160,43 ; R$ 96.938,00 ; R$ 603.190,34 
CLIENTE 2765;São Paulo;4718;01;000036;31/10/2020;01/06/2023;819305,84; R$ 83.812,74 ; R$ 78.678,08 ; R$ 897.983,92 
CLIENTE 2766;São Paulo;4718;01;000041;31/10/2020;01/06/2023;1146802,99; R$ 51.553,47 ; R$ 49.319,11 ; R$ 1.196.122,10 
CLIENTE 2767;São Paulo;4718;01;000046;30/09/2020;01/06/2023;836089,49; R$ 97.347,09 ; R$ 90.054,92 ; R$ 926.144,41 
CLIENTE 2768;São Paulo;4718;01;000052;30/11/2020;01/06/2023;1022518,81; R$ 170.013,74 ; R$ 160.989,12 ; R$ 1.183.507,93 
CLIENTE 2769;São Paulo;4718;01;000053;30/09/2020;01/06/2023;133777,89; R$ 504.891,88 ; R$ 466.132,33 ; R$ 599.910,22 
CLIENTE 2770;São Paulo;4718;01;000056;31/10/2020;01/06/2023;855145,32; R$ 84.763,77 ; R$ 82.797,91 ; R$ 937.943,23 
CLIENTE 2771;São Paulo;4718;01;000062;31/01/2021;01/06/2023;1099580,21; R$ 117.821,27 ; R$ 114.615,70 ; R$ 1.214.195,91 
CLIENTE 2772;São Paulo;9311;01;000022;30/04/2019;01/06/2022;718350,5; R$ 172.870,46 ; R$ 154.280,69 ; R$ 872.631,19 
CLIENTE 2773;São Paulo;4718;01;000064;30/09/2020;01/06/2023;623905,09; R$ 97.837,32 ; R$ 93.656,08 ; R$ 717.561,17 
CLIENTE 2774;São Paulo;9311;01;000054;30/04/2019;01/06/2022;756486,96; R$ 143.843,24 ; R$ 128.079,31 ; R$ 884.566,27 
CLIENTE 2775;São Paulo;9311;01;000074;30/04/2019;01/06/2022;247544,73; R$ 599.944,41 ; R$ 544.602,95 ; R$ 792.147,68 
CLIENTE 2776;São Paulo;9311;01;000084;30/04/2019;01/06/2022;591439,89; R$ 317.797,57 ; R$ 296.297,40 ; R$ 887.737,29 
CLIENTE 2777;São Paulo;4718;01;000072;11/03/2021;01/06/2023;957754,27; R$ 207.585,38 ; R$ 203.906,41 ; R$ 1.161.660,68 
CLIENTE 2778;São Paulo;4718;01;000073;30/09/2020;01/06/2023;136668,82; R$ 505.471,79 ; R$ 466.698,78 ; R$ 603.367,60 
CLIENTE 2779;São Paulo;4718;01;000075;31/10/2020;01/06/2023;818117,33; R$ 92.548,12 ; R$ 87.169,55 ; R$ 905.286,88 
CLIENTE 2780;São Paulo;4718;01;000076;30/09/2020;01/06/2023;239105,62; R$ 635.773,39 ; R$ 595.441,56 ; R$ 834.547,18 
CLIENTE 2781;São Paulo;4718;01;000081;30/09/2020;01/06/2023;930042; R$ 239.042,39 ; R$ 227.329,81 ; R$ 1.157.371,81 
CLIENTE 2782;São Paulo;9613;01;000156;30/04/2019;01/01/2022;345011,75; R$ 123.036,15 ; R$ 107.592,72 ; R$ 452.604,47 
CLIENTE 2783;São Paulo;4718;01;000111;31/10/2020;01/06/2023;1052660,38; R$ 157.891,75 ; R$ 150.499,88 ; R$ 1.203.160,26 
CLIENTE 2784;São Paulo;4718;01;000112;30/09/2020;01/06/2023;1151598,5; R$ 76.193,36 ; R$ 73.495,97 ; R$ 1.225.094,47 
CLIENTE 2785;São Paulo;4718;01;000125;30/09/2020;01/06/2023;867073,94; R$ 84.831,11 ; R$ 78.788,09 ; R$ 945.862,03 
CLIENTE 2786;São Paulo;4718;01;000142;15/03/2021;01/06/2023;1035467,59; R$ 174.125,02 ; R$ 170.990,44 ; R$ 1.206.458,03 
CLIENTE 2787;São Paulo;4718;01;000143;24/09/2020;01/06/2023;666763,42; R$ 77.425,91 ; R$ 71.950,93 ; R$ 738.714,35 
CLIENTE 2788;São Paulo;4718;01;000145;25/09/2020;01/06/2023;832579,94; R$ 123.498,87 ; R$ 116.818,45 ; R$ 949.398,39 
CLIENTE 2789;São Paulo;4718;01;000146;31/10/2020;01/06/2023;886457,23; R$ 88.271,17 ; R$ 84.753,36 ; R$ 971.210,59 
CLIENTE 2790;São Paulo;9311;01;000032;06/05/2019;01/06/2022;754690,62; R$ 143.214,09 ; R$ 130.083,01 ; R$ 884.773,63 
CLIENTE 2791;São Paulo;4718;01;000152;30/09/2020;01/06/2023;398820,46; R$ 730.082,78 ; R$ 681.631,97 ; R$ 1.080.452,43 
CLIENTE 2792;São Paulo;4718;01;000156;31/10/2020;01/06/2023;769430,07; R$ 205.792,44 ; R$ 196.770,68 ; R$ 966.200,75 
CLIENTE 2793;São Paulo;4718;01;000163;24/09/2020;01/06/2023;352869,24; R$ 359.373,39 ; R$ 330.704,00 ; R$ 683.573,24 
CLIENTE 2794;São Paulo;4718;01;000165;29/09/2020;01/06/2023;1102,73; R$ 865.855,89 ; R$ 798.353,85 ; R$ 799.456,58 
CLIENTE 2795;São Paulo;9311;01;000064;07/05/2019;01/06/2022;711454,43; R$ 220.271,39 ; R$ 198.600,10 ; R$ 910.054,53 
CLIENTE 2796;São Paulo;9311;01;000073;07/05/2019;01/06/2022;675035,52; R$ 217.792,39 ; R$ 196.194,53 ; R$ 871.230,05 
CLIENTE 2797;São Paulo;4718;01;000171;14/12/2020;01/06/2023;551722,26; R$ 665.768,35 ; R$ 654.314,62 ; R$ 1.206.036,88 
CLIENTE 2798;São Paulo;4718;01;000172;30/09/2020;01/06/2023;954952,32; R$ 265.314,33 ; R$ 244.148,60 ; R$ 1.199.100,92 
CLIENTE 2799;São Paulo;4718;01;000173;25/09/2020;01/06/2023;714342,08; R$ 55.150,74 ; R$ 52.388,80 ; R$ 766.730,88 
CLIENTE 2800;São Paulo;4718;01;000174;24/09/2020;01/06/2023;706048,64; R$ 36.947,52 ; R$ 35.187,42 ; R$ 741.236,06 
CLIENTE 2801;São Paulo;4718;01;000175;31/10/2020;01/06/2023;837326,75; R$ 146.940,79 ; R$ 140.463,45 ; R$ 977.790,20 
CLIENTE 2802;São Paulo;4718;01;000176;22/03/2021;01/06/2023;690005,71; R$ 278.754,99 ; R$ 273.603,44 ; R$ 963.609,15 
CLIENTE 2803;São Paulo;4718;01;000192;30/04/2021;01/06/2023;1255732,61; R$ 42.622,40 ; R$ 42.622,40 ; R$ 1.298.355,01 
CLIENTE 2804;São Paulo;4718;01;000194;30/09/2020;01/06/2023;728531,24; R$ 52.661,48 ; R$ 50.552,42 ; R$ 779.083,66 
CLIENTE 2805;São Paulo;4718;01;000195;31/10/2020;01/06/2023;936583,26; R$ 68.378,37 ; R$ 65.705,05 ; R$ 1.002.288,31 
CLIENTE 2806;São Paulo;4718;01;000202;22/03/2021;01/06/2023;763389,05; R$ 473.674,38 ; R$ 464.888,00 ; R$ 1.228.277,05 
CLIENTE 2807;São Paulo;4718;01;000203;29/09/2020;01/06/2023;313637,49; R$ 406.358,11 ; R$ 379.533,50 ; R$ 693.170,99 
CLIENTE 2808;São Paulo;4718;01;000204;30/09/2020;01/06/2023;646751,01; R$ 135.739,12 ; R$ 128.984,18 ; R$ 775.735,19 
CLIENTE 2809;São Paulo;4718;01;000206;31/10/2020;01/06/2023;248512,8; R$ 696.781,89 ; R$ 648.356,66 ; R$ 896.869,46 
CLIENTE 2810;São Paulo;4718;01;000212;26/10/2020;01/06/2023;1120955,42; R$ 236.042,87 ; R$ 232.016,54 ; R$ 1.352.971,96 
CLIENTE 2811;São Paulo;4718;01;000213;24/09/2020;01/06/2023;381539,85; R$ 358.862,21 ; R$ 330.233,60 ; R$ 711.773,45 
CLIENTE 2812;São Paulo;4718;01;000215;13/11/2020;01/06/2023;873525,87; R$ 131.810,51 ; R$ 125.821,29 ; R$ 999.347,16 
CLIENTE 2813;São Paulo;4718;01;000216;31/12/2020;01/06/2023;569100,97; R$ 378.699,23 ; R$ 361.918,14 ; R$ 931.019,11 
CLIENTE 2814;São Paulo;9311;01;000082;08/05/2019;01/06/2022;717157,35; R$ 193.748,49 ; R$ 176.337,15 ; R$ 893.494,50 
CLIENTE 2815;São Paulo;9311;01;000093;09/05/2019;01/06/2022;3342,2; R$ 771.821,83 ; R$ 668.473,20 ; R$ 671.815,40 
CLIENTE 2816;São Paulo;9311;01;000112;09/05/2019;01/06/2022;468757,46; R$ 395.119,51 ; R$ 353.373,89 ; R$ 822.131,35 
CLIENTE 2817;São Paulo;9311;01;000153;09/05/2019;01/06/2022;860076,39; R$ 141.751,25 ; R$ 129.558,57 ; R$ 989.634,96 
CLIENTE 2818;São Paulo;9311;01;000083;10/05/2019;01/06/2022;695257,1; R$ 209.589,72 ; R$ 192.691,82 ; R$ 887.948,92 
CLIENTE 2819;São Paulo;9311;01;000134;10/05/2019;01/06/2022;472238,34; R$ 394.331,90 ; R$ 347.240,96 ; R$ 819.479,30 
CLIENTE 2820;São Paulo;9311;01;000062;20/05/2019;01/06/2022;696045,76; R$ 197.906,20 ; R$ 176.977,61 ; R$ 873.023,37 
CLIENTE 2821;São Paulo;9311;01;000081;20/05/2019;01/06/2022;10895,25; R$ 796.225,35 ; R$ 704.269,10 ; R$ 715.164,35 
CLIENTE 2822;São Paulo;9311;01;000132;20/05/2019;01/06/2022;483460,81; R$ 403.803,78 ; R$ 360.652,22 ; R$ 844.113,03 
CLIENTE 2823;São Paulo;9311;01;000061;21/05/2019;01/06/2022;771489,5; R$ 146.076,64 ; R$ 132.609,13 ; R$ 904.098,63 
CLIENTE 2824;São Paulo;9311;01;000094;21/05/2019;01/06/2022;598191,53; R$ 295.145,56 ; R$ 269.507,34 ; R$ 867.698,87 
CLIENTE 2825;São Paulo;5157;01;000038;30/04/2021;01/04/2021;318502,18; R$ -   ; R$ -   ; R$ 318.502,18 
CLIENTE 2826;São Paulo;5157;01;000107;10/03/2021;01/03/2021;315805,69; R$ 21.068,47 ; R$ 20.412,30 ; R$ 336.217,99 
CLIENTE 2827;São Paulo;5157;01;000111;25/03/2021;01/03/2021;301623; R$ 3.096,44 ; R$ 3.000,00 ; R$ 304.623,00 
CLIENTE 2828;São Paulo;9311;01;000103;29/05/2019;01/06/2022;653911,92; R$ 268.981,16 ; R$ 241.888,52 ; R$ 895.800,44 
CLIENTE 2829;São Paulo;5645;01;000078;31/03/2021;01/03/2021;295000; R$ 299.706,18 ; R$ 295.860,00 ; R$ 590.860,00 
CLIENTE 2830;São Paulo;9311;01;000053;31/05/2019;01/06/2022;819399,94; R$ 110.786,78 ; R$ 102.347,73 ; R$ 921.747,67 
CLIENTE 2831;São Paulo;9311;01;000024;31/05/2019;01/06/2022;461750,9; R$ 430.166,90 ; R$ 399.466,20 ; R$ 861.217,10 
CLIENTE 2832;São Paulo;9613;01;000166;31/05/2019;01/01/2022;178390,16; R$ 285.332,25 ; R$ 257.463,26 ; R$ 435.853,42 
CLIENTE 2833;São Paulo;9311;01;000072;30/06/2019;01/06/2022;796002,61; R$ 143.785,33 ; R$ 131.017,93 ; R$ 927.020,54 
CLIENTE 2834;São Paulo;9311;01;000122;26/07/2019;01/06/2022;657301,17; R$ 280.989,94 ; R$ 250.915,56 ; R$ 908.216,73 
CLIENTE 2835;São Paulo;9078;01;001005;24/09/2019;01/11/2021;300611,69; R$ 86.223,71 ; R$ 76.188,88 ; R$ 376.800,57 
CLIENTE 2836;São Paulo;7826;01;000094;25/09/2019;01/09/2022;491951,32; R$ 368.242,36 ; R$ 337.287,71 ; R$ 829.239,03 
CLIENTE 2837;São Paulo;7826;01;000061;26/09/2019;01/09/2022;719119,56; R$ 160.561,00 ; R$ 147.290,52 ; R$ 866.410,08 
CLIENTE 2838;São Paulo;7826;01;000044;27/09/2019;01/09/2022;685529,81; R$ 195.721,52 ; R$ 182.776,56 ; R$ 868.306,37 
CLIENTE 2839;São Paulo;7826;01;000083;27/09/2019;01/09/2022;685301; R$ 190.190,55 ; R$ 173.296,10 ; R$ 858.597,10 
CLIENTE 2840;São Paulo;7826;01;000051;30/09/2019;01/09/2022;3864,69; R$ 785.916,60 ; R$ 711.277,57 ; R$ 715.142,26 
CLIENTE 2841;São Paulo;7826;01;000033;30/09/2019;01/09/2022;591217,62; R$ 250.930,03 ; R$ 235.593,00 ; R$ 826.810,62 
CLIENTE 2842;São Paulo;7826;01;000042;30/09/2019;01/09/2022;677458,13; R$ 191.903,24 ; R$ 176.884,10 ; R$ 854.342,23 
CLIENTE 2843;São Paulo;7826;01;000063;30/09/2019;01/09/2022;504028,43; R$ 354.646,38 ; R$ 320.380,63 ; R$ 824.409,06 
CLIENTE 2844;São Paulo;7826;01;000114;30/09/2019;01/09/2022;165099,89; R$ 679.129,53 ; R$ 615.527,42 ; R$ 780.627,31 
CLIENTE 2845;São Paulo;7826;01;000142;30/09/2019;01/09/2022;806158; R$ 133.109,89 ; R$ 123.976,53 ; R$ 930.134,53 
CLIENTE 2846;São Paulo;7826;01;000144;07/10/2019;01/09/2022;841063,49; R$ 124.565,11 ; R$ 116.327,95 ; R$ 957.391,44 
CLIENTE 2847;São Paulo;7826;01;000112;11/10/2019;01/09/2022;399668,29; R$ 444.302,35 ; R$ 412.341,72 ; R$ 812.010,01 
CLIENTE 2848;São Paulo;9078;01;000204;31/10/2019;01/11/2021;2589,9; R$ 312.711,60 ; R$ 280.291,29 ; R$ 282.881,19 
CLIENTE 2849;São Paulo;9078;01;001201;31/10/2019;01/11/2021;323961,29; R$ 59.329,00 ; R$ 55.112,85 ; R$ 379.074,14 
CLIENTE 2850;São Paulo;7718;01;000011;09/12/2019;01/12/2022;621268,78; R$ 82.501,37 ; R$ 76.999,88 ; R$ 698.268,66 
CLIENTE 2851;São Paulo;7718;01;000012;29/11/2019;01/12/2022;626354,3; R$ 82.849,46 ; R$ 76.435,02 ; R$ 702.789,32 
CLIENTE 2852;São Paulo;7718;01;000014;21/11/2019;01/12/2022;461824,84; R$ 69.593,75 ; R$ 64.135,78 ; R$ 525.960,62 
CLIENTE 2853;São Paulo;7718;01;000021;21/11/2019;01/12/2022;624663,13; R$ 80.443,94 ; R$ 74.449,45 ; R$ 699.112,58 
CLIENTE 2854;São Paulo;7718;01;000022;27/11/2019;01/12/2022;87500,5; R$ 558.379,99 ; R$ 508.056,73 ; R$ 595.557,23 
CLIENTE 2855;São Paulo;7718;01;000023;30/11/2019;01/12/2022;433042,38; R$ 85.500,85 ; R$ 76.829,17 ; R$ 509.871,55 
CLIENTE 2856;São Paulo;7718;01;000032;22/11/2019;01/12/2022;612135,78; R$ 104.201,08 ; R$ 98.159,98 ; R$ 710.295,76 
CLIENTE 2857;São Paulo;7718;01;000033;22/11/2019;01/12/2022;358148,08; R$ 133.326,15 ; R$ 120.032,49 ; R$ 478.180,57 
CLIENTE 2858;São Paulo;7718;01;000041;22/11/2019;01/12/2022;598465,77; R$ 77.822,89 ; R$ 71.708,39 ; R$ 670.174,16 
CLIENTE 2859;São Paulo;7718;01;000045;26/11/2019;01/12/2022;569,97; R$ 464.322,37 ; R$ 415.808,89 ; R$ 416.378,86 
CLIENTE 2860;São Paulo;7718;01;000053;22/11/2019;01/12/2022;447503,54; R$ 89.818,63 ; R$ 83.329,55 ; R$ 530.833,09 
CLIENTE 2861;São Paulo;7718;01;000054;22/11/2019;01/12/2022;1865,83; R$ 535.547,07 ; R$ 504.974,49 ; R$ 506.840,32 
CLIENTE 2862;São Paulo;7718;01;000061;09/12/2019;01/12/2022;1223,39; R$ 644.150,27 ; R$ 591.284,49 ; R$ 592.507,88 
CLIENTE 2863;São Paulo;7718;01;000075;23/12/2019;01/12/2022;425436,09; R$ 117.484,04 ; R$ 108.008,76 ; R$ 533.444,85 
CLIENTE 2864;São Paulo;7718;01;000081;29/11/2019;01/12/2022;504156,91; R$ 208.791,82 ; R$ 190.513,40 ; R$ 694.670,31 
